text,label,doc_type,source,verified,region
"Parkridge Housing Trust. Stand 2824 Whitecliff, 300 sqm. no need to involve a lawyer, the cooperative handles everything. deposit USD 1500 to the cooperative holding account, balance negotiable. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Whitecliff
"United We Stand Housing Co-operative Reg No GHH/2019/5775. Stand 7699 Glen View, 250 sqm. USD 900 via bank transfer to the registered account, receipt 4925. council resolution CH/RES/4716/2025 refers. survey Diagram No. SG 7488/2020 applies.",genuine,cession,synthetic,1,Glen View
"Tashinga Home Seekers Trust. Stand 7960 Waterfalls, 200 sqm. USD 1500 cash only, non-refundable, balance to the treasurer. the stand is pending council survey; you may occupy immediately.",fraudulent,offer_letter,synthetic,1,Waterfalls
"Tashinga Home Seekers Trust Reg No GHH/2022/1216. Stand 1418 Southerton, 250 sqm. USD 2400 payable to the council bank account, receipt no. HCC-7190. held under General Plan SG 9110/2018, Surveyor-General Harare. planning consent ref. CH/PLAN/2025/2453 attached. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Southerton
"Batanai Cooperative. Stand 7864 Epworth, 200 sqm. allocation fee USD 2000, cash only, paid directly to the committee. regularisation is underway, occupation allowed in the meantime.",fraudulent,offer_letter,synthetic,1,Epworth
"Garikai Land Trust. Stand 7649 Southlea Park, 250 sqm. USD 1500 cash on the day, no receipt issued. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Vimbai Housing Scheme. Stand 964 Southlea Park, 250 sqm. papers are in progress and will follow after regularisation. deposit USD 900 to the cooperative holding account, balance negotiable. ref SIM/2365 (unverified).",fraudulent,offer_letter,synthetic,1,Southlea Park
"Harare City Council Housing Department. Stand 6091 Seke, 200 sqm. USD 2400 via bank transfer to the registered account, receipt 1906. the offer is valid for 60 days and is subject to the approved layout plan. held under General Plan SG 5406/2018, Surveyor-General Harare. issued under Deed of Grant No. 8756/2019.",genuine,offer_letter,synthetic,1,Seke
"Kubatana Housing Society. Stand 7896 Whitecliff, 250 sqm. ref EXC/1152 (unverified). council has verbally approved the layout; written confirmation to follow. pay USD 2600 via EcoCash to the chairperson's personal number. trust the committee; the paperwork will sort itself out.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Ruvimbo Yetu Housing Co-operative Reg No GHH/2019/780. Stand 9049 Budiriro, 250 sqm. survey Diagram No. SG 1818/2020 applies. registration verifiable at Registrar of Cooperative Societies. issued under Deed of Grant No. 8272/2019. USD 2600 to the municipal account, official numbered receipt issued.",genuine,cession,synthetic,1,Budiriro
"Garikai Land Trust. Stand 9203 Glen View, 350 sqm. ref VIM/6600 (unverified). deposit USD 2600 to the cooperative holding account, balance negotiable. no council stamp is required for this allocation. council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Glen View
"Excellence Stars Housing Co-op. Stand 4382 Glen View, 300 sqm. USD 12000 cash only, non-refundable, balance to the treasurer. council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Glen View
"Garikai Land Trust. Stand 2344 Seke, 250 sqm. regularisation is underway, occupation allowed in the meantime. USD 8500 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Seke
"Tariro Housing Consortium. Stand 6539 Melfort, 200 sqm. this cooperative allocates stands directly to members. USD 12000 cash, half now and half on occupation. the stand is pending council survey; you may occupy immediately.",fraudulent,offer_letter,synthetic,1,Melfort
"Batanai Cooperative. Stand 8480 Melfort, 200 sqm. deeds will come once the area is proclaimed. ref EXC/9264 (unverified). deposit USD 2600 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Melfort
"Vimbai Housing Scheme. Stand 8051 Glen View, 250 sqm. papers are in progress and will follow after regularisation. USD 2400 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Glen View
"City of Harare Housing and Community Services Department. Stand 8858 Caledonia, 200 sqm. your conveyancer should conduct a deeds search before transfer. deposit USD 2400 into the conveyancer's trust account, balance on transfer. held under General Plan SG 6945/2018, Surveyor-General Harare. council resolution CH/RES/2990/2025 refers.",genuine,deed_of_transfer,synthetic,1,Caledonia
"Tariro Housing Consortium. Stand 7899 Budiriro, 200 sqm. the offer letter serves as proof of allocation while paperwork is finalised. deposit USD 8500 to the cooperative holding account, balance negotiable. no need to involve a lawyer, the cooperative handles everything.",fraudulent,offer_letter,synthetic,1,Budiriro
"Tariro Housing Consortium Reg No ZHC/2019/7863. Stand 3654 Caledonia, 300 sqm. held under General Plan SG 4030/2018, Surveyor-General Harare. USD 12000 payable to the council bank account, receipt no. HCC-8009. council resolution CH/RES/9513/2025 refers.",genuine,cession,synthetic,1,Caledonia
"Bulawayo City Council Housing Office. Stand 312 Southlea Park, 200 sqm. survey Diagram No. SG 1583/2020 applies. USD 12000 payable to the council bank account, receipt no. HCC-2534. issued under Deed of Grant No. 1222/2019. the offer is valid for 60 days and is subject to the approved layout plan.",genuine,deed_of_transfer,synthetic,1,Southlea Park
"Vimbai Housing Scheme. Stand 8532 Caledonia, 350 sqm. USD 8500 cash only, non-refundable, balance to the treasurer. title deeds will be processed once the area is regularised by council. ref UNI/731 (unverified).",fraudulent,offer_letter,synthetic,1,Caledonia
"Simukai Land Group Reg No ZHC/2018/3550. Stand 9743 Mabvuku, 250 sqm. council resolution CH/RES/5499/2025 refers. registration verifiable at Registrar of Cooperative Societies. USD 900 via bank transfer to the registered account, receipt 1682. Diagram/General Plan No. SG 6306/2024, Surveyor-General's office.",genuine,cession,synthetic,1,Mabvuku
"Chitungwiza Municipality Housing Office. Stand 5048 Seke, 300 sqm. council file reference CH/HOU/2026/1933. Diagram/General Plan No. SG 1156/2024, Surveyor-General's office. deposit USD 900 into the conveyancer's trust account, balance on transfer.",genuine,offer_letter,synthetic,1,Seke
"Tariro Housing Consortium. Stand 6354 Southlea Park, 350 sqm. pay USD 900 via EcoCash to the chairperson's personal number. papers are in progress and will follow after regularisation.",fraudulent,offer_letter,synthetic,1,Southlea Park
"City of Harare, Town House. Stand 5662 Budiriro, 250 sqm. council resolution CH/RES/9355/2025 refers. USD 900 via bank transfer to the registered account, receipt 2576. survey Diagram No. SG 2695/2020 applies.",genuine,deed_of_transfer,synthetic,1,Budiriro
"Tashinga Home Seekers Trust Reg No GHH/2020/8722. Stand 7418 Seke, 300 sqm. registration verifiable at Registrar of Cooperative Societies. council resolution CH/RES/1848/2025 refers. deposit USD 2600 into the conveyancer's trust account, balance on transfer. Diagram/General Plan No. SG 118/2024, Surveyor-General's office.",genuine,cession,synthetic,1,Seke
"Tariro Housing Consortium Reg No MTH/2018/7796. Stand 6597 Southlea Park, 300 sqm. registration verifiable at Registrar of Cooperative Societies. USD 2600 to the municipal account, official numbered receipt issued. survey Diagram No. SG 9986/2020 applies. planning consent ref. CH/PLAN/2025/5842 attached.",genuine,cession,synthetic,1,Southlea Park
"Bantu Housing Co-operative. Stand 6326 Whitecliff, 300 sqm. deeds will come once the area is proclaimed. allocation fee USD 2000, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Takaitora Nyika Co-operative Reg No GHH/2021/5585. Stand 5484 Caledonia, 250 sqm. survey Diagram No. SG 2898/2020 applies. USD 2400 via bank transfer to the registered account, receipt 454. council file reference CH/HOU/2026/7600. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Caledonia
"United We Stand Housing Co-operative. Stand 380 Budiriro, 300 sqm. allocation fee USD 2600, cash only, paid directly to the committee. papers are in progress and will follow after regularisation. ref EXC/5381 (unverified).",fraudulent,offer_letter,synthetic,1,Budiriro
"Parkridge Housing Trust Reg No MTH/2019/4619. Stand 6643 Waterfalls, 250 sqm. Diagram/General Plan No. SG 1108/2024, Surveyor-General's office. USD 2600 payable to the council bank account, receipt no. HCC-2665. registration verifiable at Registrar of Cooperative Societies. cession approved by council per letter CH/COOP/2025/7955.",genuine,cession,synthetic,1,Waterfalls
"Garikai Land Trust Reg No MTH/2023/4875. Stand 414 Waterfalls, 250 sqm. registration verifiable at Registrar of Cooperative Societies. survey Diagram No. SG 86/2020 applies. issued under Deed of Grant No. 5315/2019. deposit USD 1200 into the conveyancer's trust account, balance on transfer.",genuine,cession,synthetic,1,Waterfalls
"Takaitora Nyika Co-operative. Stand 3951 Whitecliff, 200 sqm. the stand is pending council survey; you may occupy immediately. trust the committee; the paperwork will sort itself out. pay USD 3200 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Kubatana Housing Society Reg No MTH/2020/7227. Stand 1905 Hopley, 250 sqm. survey Diagram No. SG 8928/2020 applies. cession approved by council per letter CH/COOP/2025/4421. registration verifiable at Registrar of Cooperative Societies. USD 2000 via bank transfer to the registered account, receipt 227.",genuine,cession,synthetic,1,Hopley
"Tashinga Home Seekers Trust Reg No GHH/2018/691. Stand 2556 Domboshava, 250 sqm. survey Diagram No. SG 8528/2020 applies. council resolution CH/RES/9547/2025 refers. USD 3200 to the municipal account, official numbered receipt issued. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Domboshava
"Simukai Land Group. Stand 4641 Southerton, 250 sqm. title deeds will be processed once the area is regularised by council. USD 8500 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Southerton
"Vimbai Housing Scheme. Stand 4165 Hopley, 350 sqm. this cooperative allocates stands directly to members. allocation fee USD 1200, cash only, paid directly to the committee. ref TAS/9590 (unverified). title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Hopley
"City of Harare Housing and Community Services Department. Stand 9936 Glen View, 200 sqm. council file reference CH/HOU/2026/1178. deposit USD 1200 into the conveyancer's trust account, balance on transfer. survey Diagram No. SG 1386/2020 applies.",genuine,offer_letter,synthetic,1,Glen View
"Excellence Stars Housing Co-op Reg No ZHC/2021/9747. Stand 9611 Melfort, 300 sqm. USD 8500 via bank transfer to the registered account, receipt 4412. council file reference CH/HOU/2026/3724. survey Diagram No. SG 301/2020 applies.",genuine,cession,synthetic,1,Melfort
"Bantu Housing Co-operative. Stand 8748 Waterfalls, 300 sqm. allocation fee USD 2000, cash only, paid directly to the committee. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Waterfalls
"Kubatana Housing Society Reg No MTH/2018/5169. Stand 6048 Hopley, 250 sqm. Diagram/General Plan No. SG 612/2024, Surveyor-General's office. USD 1500 payable to the council bank account, receipt no. HCC-3211. council file reference CH/HOU/2026/3332.",genuine,cession,synthetic,1,Hopley
"United We Stand Housing Co-operative. Stand 1447 Glen View, 250 sqm. ref GAR/2685 (unverified). regularisation is underway, occupation allowed in the meantime. USD 2400 cash only, non-refundable, balance to the treasurer.",fraudulent,offer_letter,synthetic,1,Glen View
"Tariro Housing Consortium Reg No ZHC/2018/9624. Stand 1587 Waterfalls, 300 sqm. USD 2600 via bank transfer to the registered account, receipt 7848. council file reference CH/HOU/2026/4881. held under General Plan SG 7979/2018, Surveyor-General Harare.",genuine,cession,synthetic,1,Waterfalls
"Mabvuku-Tafara District Housing Office. Stand 6162 Retreat, 300 sqm. the offer is valid for 60 days and is subject to the approved layout plan. held under General Plan SG 3585/2018, Surveyor-General Harare. planning consent ref. CH/PLAN/2025/3517 attached. USD 3200 via bank transfer to the registered account, receipt 3348.",genuine,offer_letter,synthetic,1,Retreat
"Batanai Cooperative Reg No GHH/2020/6598. Stand 7879 Southlea Park, 300 sqm. council file reference CH/HOU/2026/2376. deposit USD 2400 into the conveyancer's trust account, balance on transfer. Diagram/General Plan No. SG 1709/2024, Surveyor-General's office.",genuine,cession,synthetic,1,Southlea Park
"Excellence Stars Housing Co-op Reg No GHH/2018/4887. Stand 1723 Melfort, 300 sqm. Diagram/General Plan No. SG 536/2024, Surveyor-General's office. deposit USD 2000 into the conveyancer's trust account, balance on transfer. issued under Deed of Grant No. 3852/2019.",genuine,cession,synthetic,1,Melfort
"Excellence Stars Housing Co-op Reg No ZHC/2019/565. Stand 8410 Retreat, 250 sqm. USD 2400 to the municipal account, official numbered receipt issued. survey Diagram No. SG 1886/2020 applies. cession approved by council per letter CH/COOP/2025/8181.",genuine,cession,synthetic,1,Retreat
"United We Stand Housing Co-operative Reg No MTH/2018/4223. Stand 3384 Budiriro, 250 sqm. council file reference CH/HOU/2026/5104. Diagram/General Plan No. SG 5814/2024, Surveyor-General's office. USD 1200 via bank transfer to the registered account, receipt 7149.",genuine,cession,synthetic,1,Budiriro
"Simukai Land Group Reg No GHH/2024/7695. Stand 1558 Mabvuku, 300 sqm. USD 8500 payable to the council bank account, receipt no. HCC-3699. Diagram/General Plan No. SG 8396/2024, Surveyor-General's office. council resolution CH/RES/4234/2025 refers. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Mabvuku
"Batanai Cooperative. Stand 9235 Waterfalls, 200 sqm. the stand is pending council survey; you may occupy immediately. allocation fee USD 2400, cash only, paid directly to the committee. ref ZVI/1451 (unverified).",fraudulent,offer_letter,synthetic,1,Waterfalls
"Simukai Land Group. Stand 293 Epworth, 250 sqm. USD 2000 cash, half now and half on occupation. deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Epworth
"Chitungwiza Municipality Housing Office. Stand 9212 Domboshava, 250 sqm. USD 2000 to the municipal account, official numbered receipt issued. cession approved by council per letter CH/COOP/2025/5558. title deed processing will commence within 12 months of full payment. Diagram/General Plan No. SG 9438/2024, Surveyor-General's office.",genuine,deed_of_transfer,synthetic,1,Domboshava
"Tariro Housing Consortium Reg No GHH/2020/6812. Stand 5604 Retreat, 250 sqm. Diagram/General Plan No. SG 9674/2024, Surveyor-General's office. cession approved by council per letter CH/COOP/2025/3515. USD 900 to the municipal account, official numbered receipt issued. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Retreat
"Kubatana Housing Society Reg No MTH/2023/7252. Stand 8620 Hopley, 250 sqm. USD 2600 payable to the council bank account, receipt no. HCC-6794. issued under Deed of Grant No. 8876/2019. survey Diagram No. SG 3958/2020 applies.",genuine,cession,synthetic,1,Hopley
"Tashinga Home Seekers Trust. Stand 729 Domboshava, 300 sqm. the stand is pending council survey; you may occupy immediately. keep this letter safe as your only proof of allocation. USD 1800 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Domboshava
"Batanai Cooperative. Stand 7389 Hopley, 350 sqm. deeds will come once the area is proclaimed. ref BAN/8695 (unverified). keep this letter safe as your only proof of allocation. pay USD 12000 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Hopley
"City of Harare, Town House. Stand 5796 Epworth, 300 sqm. planning consent ref. CH/PLAN/2025/6247 attached. Diagram/General Plan No. SG 4889/2024, Surveyor-General's office. USD 2400 payable to the council bank account, receipt no. HCC-5068.",genuine,deed_of_transfer,synthetic,1,Epworth
"United We Stand Housing Co-operative Reg No MTH/2021/8287. Stand 4465 Seke, 250 sqm. USD 2000 payable to the council bank account, receipt no. HCC-6001. issued under Deed of Grant No. 1269/2019. held under General Plan SG 2225/2018, Surveyor-General Harare.",genuine,cession,synthetic,1,Seke
"Takaitora Nyika Co-operative. Stand 4840 Retreat, 300 sqm. ref EXC/3081 (unverified). USD 1200 cash, half now and half on occupation. deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Retreat
"Ruvimbo Yetu Housing Co-operative Reg No ZHC/2019/8711. Stand 3766 Retreat, 300 sqm. USD 2400 via bank transfer to the registered account, receipt 7531. survey Diagram No. SG 5699/2020 applies. planning consent ref. CH/PLAN/2025/3957 attached.",genuine,cession,synthetic,1,Retreat
"Tashinga Home Seekers Trust. Stand 3271 Domboshava, 250 sqm. deposit USD 1800 to the cooperative holding account, balance negotiable. deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Domboshava
"Batanai Cooperative Reg No GHH/2021/5177. Stand 4730 Whitecliff, 300 sqm. council file reference CH/HOU/2026/8087. survey Diagram No. SG 7639/2020 applies. USD 2000 via bank transfer to the registered account, receipt 6121.",genuine,cession,synthetic,1,Whitecliff
"Harare City Council Housing Department. Stand 9840 Glen View, 200 sqm. USD 12000 payable to the council bank account, receipt no. HCC-6942. council resolution CH/RES/9856/2025 refers. survey Diagram No. SG 5023/2020 applies.",genuine,deed_of_transfer,synthetic,1,Glen View
"City of Harare, Town House. Stand 6221 Seke, 200 sqm. USD 1500 via bank transfer to the registered account, receipt 5137. council resolution CH/RES/3204/2025 refers. Diagram/General Plan No. SG 1014/2024, Surveyor-General's office. title deed processing will commence within 12 months of full payment.",genuine,deed_of_transfer,synthetic,1,Seke
"Parkridge Housing Trust Reg No ZHC/2023/8032. Stand 2175 Domboshava, 300 sqm. survey Diagram No. SG 6703/2020 applies. USD 8500 via bank transfer to the registered account, receipt 8358. council resolution CH/RES/947/2025 refers.",genuine,cession,synthetic,1,Domboshava
"Simukai Land Group Reg No ZHC/2018/9756. Stand 204 Seke, 300 sqm. registration verifiable at Registrar of Cooperative Societies. USD 1200 to the municipal account, official numbered receipt issued. held under General Plan SG 7325/2018, Surveyor-General Harare. planning consent ref. CH/PLAN/2025/6689 attached.",genuine,cession,synthetic,1,Seke
"Garikai Land Trust. Stand 1529 Southerton, 300 sqm. no council stamp is required for this allocation. title deeds will be processed once the area is regularised by council. pay USD 2600 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Southerton
"Vimbai Housing Scheme. Stand 9527 Hopley, 300 sqm. USD 12000 cash, half now and half on occupation. trust the committee; the paperwork will sort itself out. council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Hopley
"Parkridge Housing Trust. Stand 182 Glen View, 300 sqm. deeds will come once the area is proclaimed. allocation fee USD 1500, cash only, paid directly to the committee. ref GAR/5275 (unverified).",fraudulent,offer_letter,synthetic,1,Glen View
"Bulawayo City Council Housing Office. Stand 3586 Glen View, 300 sqm. issued under Deed of Grant No. 6728/2019. USD 1800 via bank transfer to the registered account, receipt 2681. held under General Plan SG 4056/2018, Surveyor-General Harare.",genuine,offer_letter,synthetic,1,Glen View
"Zvikomborero Housing Co-operative. Stand 6483 Budiriro, 200 sqm. title deeds will be processed once the area is regularised by council. ref SIM/3605 (unverified). no need to involve a lawyer, the cooperative handles everything. USD 12000 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Budiriro
"Chitungwiza Municipality Housing Office. Stand 8516 Waterfalls, 250 sqm. deposit USD 2000 into the conveyancer's trust account, balance on transfer. held under General Plan SG 6186/2018, Surveyor-General Harare. council file reference CH/HOU/2026/8409.",genuine,deed_of_transfer,synthetic,1,Waterfalls
"Bantu Housing Co-operative Reg No GHH/2021/5372. Stand 275 Hopley, 300 sqm. registration verifiable at Registrar of Cooperative Societies. survey Diagram No. SG 3302/2020 applies. USD 1200 payable to the council bank account, receipt no. HCC-9122. planning consent ref. CH/PLAN/2025/8637 attached.",genuine,cession,synthetic,1,Hopley
"Tashinga Home Seekers Trust. Stand 5729 Waterfalls, 250 sqm. no need to involve a lawyer, the cooperative handles everything. the offer letter serves as proof of allocation while paperwork is finalised. pay USD 8500 via EcoCash to the chairperson's personal number.",fraudulent,offer_letter,synthetic,1,Waterfalls
"Simukai Land Group Reg No MTH/2018/8559. Stand 207 Epworth, 250 sqm. registration verifiable at Registrar of Cooperative Societies. USD 12000 via bank transfer to the registered account, receipt 8696. cession approved by council per letter CH/COOP/2025/7336. survey Diagram No. SG 9051/2020 applies.",genuine,cession,synthetic,1,Epworth
"Ruvimbo Yetu Housing Co-operative Reg No MTH/2024/9375. Stand 7998 Seke, 300 sqm. survey Diagram No. SG 5441/2020 applies. USD 1500 payable to the council bank account, receipt no. HCC-9117. cession approved by council per letter CH/COOP/2025/1438.",genuine,cession,synthetic,1,Seke
"United We Stand Housing Co-operative Reg No ZHC/2023/287. Stand 6091 Southlea Park, 250 sqm. deposit USD 2600 into the conveyancer's trust account, balance on transfer. cession approved by council per letter CH/COOP/2025/7968. survey Diagram No. SG 4462/2020 applies.",genuine,cession,synthetic,1,Southlea Park
"Garikai Land Trust. Stand 4470 Mabvuku, 350 sqm. papers are in progress and will follow after regularisation. USD 12000 cash only, non-refundable, balance to the treasurer.",fraudulent,offer_letter,synthetic,1,Mabvuku
"Garikai Land Trust Reg No GHH/2021/3506. Stand 7057 Caledonia, 250 sqm. held under General Plan SG 9153/2018, Surveyor-General Harare. council file reference CH/HOU/2026/7028. registration verifiable at Registrar of Cooperative Societies. deposit USD 12000 into the conveyancer's trust account, balance on transfer.",genuine,cession,synthetic,1,Caledonia
"Chitungwiza Municipality Housing Office. Stand 6655 Hopley, 250 sqm. planning consent ref. CH/PLAN/2025/2575 attached. survey Diagram No. SG 833/2020 applies. USD 2000 to the municipal account, official numbered receipt issued.",genuine,deed_of_transfer,synthetic,1,Hopley
"Takaitora Nyika Co-operative. Stand 7586 Southerton, 300 sqm. title deeds will be processed once the area is regularised by council. USD 1800 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Southerton
"Chitungwiza Municipality Housing Office. Stand 9698 Mabvuku, 300 sqm. council file reference CH/HOU/2026/254. held under General Plan SG 3361/2018, Surveyor-General Harare. title deed processing will commence within 12 months of full payment. USD 1800 via bank transfer to the registered account, receipt 1705.",genuine,deed_of_transfer,synthetic,1,Mabvuku
"Garikai Land Trust Reg No GHH/2018/2347. Stand 2157 Southlea Park, 250 sqm. USD 1800 via bank transfer to the registered account, receipt 8650. survey Diagram No. SG 8610/2020 applies. council file reference CH/HOU/2026/9124. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Southlea Park
"Chitungwiza Municipality Housing Office. Stand 822 Seke, 200 sqm. USD 1800 via bank transfer to the registered account, receipt 3472. held under General Plan SG 6666/2018, Surveyor-General Harare. the offer is valid for 60 days and is subject to the approved layout plan. cession approved by council per letter CH/COOP/2025/3173.",genuine,offer_letter,synthetic,1,Seke
"Takaitora Nyika Co-operative. Stand 2031 Whitecliff, 350 sqm. pay USD 8500 via EcoCash to the chairperson's personal number. ref EXC/2452 (unverified). deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Vimbai Housing Scheme. Stand 6508 Southlea Park, 300 sqm. deposit USD 2600 to the cooperative holding account, balance negotiable. ref VIM/5603 (unverified). title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Southlea Park
"Garikai Land Trust. Stand 8008 Epworth, 200 sqm. deeds will come once the area is proclaimed. USD 2400 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Epworth
"Kubatana Housing Society. Stand 3588 Seke, 250 sqm. the offer letter serves as proof of allocation while paperwork is finalised. ref UNI/4669 (unverified). deposit USD 2000 to the cooperative holding account, balance negotiable. no council stamp is required for this allocation.",fraudulent,offer_letter,synthetic,1,Seke
"City of Harare Housing and Community Services Department. Stand 3739 Caledonia, 200 sqm. Diagram/General Plan No. SG 9595/2024, Surveyor-General's office. issued under Deed of Grant No. 8540/2019. USD 2600 to the municipal account, official numbered receipt issued.",genuine,deed_of_transfer,synthetic,1,Caledonia
"Parkridge Housing Trust Reg No MTH/2023/8385. Stand 3935 Epworth, 300 sqm. planning consent ref. CH/PLAN/2025/2764 attached. survey Diagram No. SG 442/2020 applies. USD 1800 via bank transfer to the registered account, receipt 6180.",genuine,cession,synthetic,1,Epworth
"Bantu Housing Co-operative Reg No GHH/2018/8319. Stand 7759 Retreat, 250 sqm. held under General Plan SG 1866/2018, Surveyor-General Harare. USD 8500 to the municipal account, official numbered receipt issued. registration verifiable at Registrar of Cooperative Societies. issued under Deed of Grant No. 7308/2019.",genuine,cession,synthetic,1,Retreat
"Tariro Housing Consortium. Stand 2875 Retreat, 200 sqm. USD 2000 cash, half now and half on occupation. council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Retreat
"Excellence Stars Housing Co-op. Stand 7317 Mabvuku, 200 sqm. USD 1200 cash on the day, no receipt issued. regularisation is underway, occupation allowed in the meantime. ref UNI/2056 (unverified).",fraudulent,offer_letter,synthetic,1,Mabvuku
"Mabvuku-Tafara District Housing Office. Stand 3613 Glen View, 250 sqm. held under General Plan SG 4283/2018, Surveyor-General Harare. planning consent ref. CH/PLAN/2025/49 attached. deposit USD 1500 into the conveyancer's trust account, balance on transfer.",genuine,offer_letter,synthetic,1,Glen View
"United We Stand Housing Co-operative. Stand 4670 Caledonia, 200 sqm. allocation fee USD 2400, cash only, paid directly to the committee. the stand is pending council survey; you may occupy immediately.",fraudulent,offer_letter,synthetic,1,Caledonia
"Chitungwiza Municipality Housing Office. Stand 1162 Melfort, 300 sqm. held under General Plan SG 1444/2018, Surveyor-General Harare. issued under Deed of Grant No. 7205/2019. USD 2600 via bank transfer to the registered account, receipt 1580.",genuine,offer_letter,synthetic,1,Melfort
"City of Harare, Town House. Stand 779 Southlea Park, 300 sqm. registration will be lodged at the Deeds Registry, Harare. issued under Deed of Grant No. 714/2019. deposit USD 1200 into the conveyancer's trust account, balance on transfer. Diagram/General Plan No. SG 4531/2024, Surveyor-General's office.",genuine,deed_of_transfer,synthetic,1,Southlea Park
"Tariro Housing Consortium. Stand 982 Caledonia, 350 sqm. pay USD 900 via EcoCash to the chairperson's personal number. ref BAT/9777 (unverified). the stand is pending council survey; you may occupy immediately.",fraudulent,offer_letter,synthetic,1,Caledonia
"Bulawayo City Council Housing Office. Stand 7477 Glen View, 300 sqm. Diagram/General Plan No. SG 5185/2024, Surveyor-General's office. deposit USD 12000 into the conveyancer's trust account, balance on transfer. your conveyancer should conduct a deeds search before transfer. council file reference CH/HOU/2026/3029.",genuine,offer_letter,synthetic,1,Glen View
"Chitungwiza Municipality Housing Office. Stand 7232 Epworth, 200 sqm. a Rates Clearance Certificate is annexed. USD 1200 via bank transfer to the registered account, receipt 6626. held under General Plan SG 5184/2018, Surveyor-General Harare. council file reference CH/HOU/2026/5028.",genuine,offer_letter,synthetic,1,Epworth
"Chitungwiza Municipality Housing Office. Stand 2750 Waterfalls, 300 sqm. a Rates Clearance Certificate is annexed. survey Diagram No. SG 3842/2020 applies. USD 1800 via bank transfer to the registered account, receipt 9918. council file reference CH/HOU/2026/8863.",genuine,offer_letter,synthetic,1,Waterfalls
"Harare City Council Housing Department. Stand 8839 Whitecliff, 300 sqm. council resolution CH/RES/2437/2025 refers. USD 2600 via bank transfer to the registered account, receipt 6783. survey Diagram No. SG 5669/2020 applies.",genuine,offer_letter,synthetic,1,Whitecliff
"Kubatana Housing Society Reg No ZHC/2018/9948. Stand 7112 Mabvuku, 300 sqm. USD 1500 to the municipal account, official numbered receipt issued. held under General Plan SG 6893/2018, Surveyor-General Harare. council file reference CH/HOU/2026/2580.",genuine,cession,synthetic,1,Mabvuku
"Tashinga Home Seekers Trust. Stand 3929 Domboshava, 300 sqm. ref PAR/4597 (unverified). USD 900 cash on the day, no receipt issued. papers are in progress and will follow after regularisation.",fraudulent,offer_letter,synthetic,1,Domboshava
"Bantu Housing Co-operative. Stand 3564 Whitecliff, 250 sqm. the stand is pending council survey; you may occupy immediately. this cooperative allocates stands directly to members. allocation fee USD 1200, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Chitungwiza Municipality Housing Office. Stand 4136 Retreat, 250 sqm. held under General Plan SG 7351/2018, Surveyor-General Harare. issued under Deed of Grant No. 8126/2019. USD 3200 payable to the council bank account, receipt no. HCC-9265.",genuine,deed_of_transfer,synthetic,1,Retreat
"Mabvuku-Tafara District Housing Office. Stand 233 Glen View, 300 sqm. Diagram/General Plan No. SG 5976/2024, Surveyor-General's office. deposit USD 1200 into the conveyancer's trust account, balance on transfer. council file reference CH/HOU/2026/3446. registration will be lodged at the Deeds Registry, Harare.",genuine,deed_of_transfer,synthetic,1,Glen View
